[ 2025-07-23 18:41:49,311 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-23 18:41:55,253 ] 63 root - INFO - Performed train test split on the dataframe
[ 2025-07-23 18:41:55,253 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-23 18:41:55,254 ] 73 root - INFO - Exporting train and test file path.
[ 2025-07-23 18:41:55,296 ] 82 root - INFO - Exported train and test file path.
[ 2025-07-23 18:41:55,297 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-23 18:41:55,302 ] 26 root - INFO - Initiate the data Validation
[ 2025-07-23 18:41:55,400 ] 32 root - INFO - Required number of columns:2
[ 2025-07-23 18:41:55,400 ] 33 root - INFO - Data frame has columns:31
[ 2025-07-23 18:41:55,401 ] 32 root - INFO - Required number of columns:2
[ 2025-07-23 18:41:55,401 ] 33 root - INFO - Data frame has columns:31
[ 2025-07-23 18:41:55,717 ] 28 root - INFO - Data Validation Completed
